name,slug,org,country,homepage_url,tags,homepage_blurb,genre_profile,recent_profile,station_class,source,automation_class,favorite
80's New Wave Radio,80-s-new-wave-radio,,Canada,https://newwaveradio.org/,"[""80's"", ""alternative"", ""new wave"", ""synthpop""]",The original 80,"{""top"": [{""count"": 451, ""genre"": ""new wave""}, {""count"": 379, ""genre"": ""rock""}, {""count"": 285, ""genre"": ""electronic""}, {""count"": 270, ""genre"": ""pop""}, {""count"": 197, ""genre"": ""synth-pop""}, {""count"": 140, ""genre"": ""alternative rock""}, {""count"": 85, ""genre"": ""pop rock""}, {""count"": 62, ""genre"": ""post-punk""}], ""totalCount"": 4935, ""unknownCount"": 4215}","{""top"": [{""count"": 451, ""genre"": ""new wave""}, {""count"": 379, ""genre"": ""rock""}, {""count"": 285, ""genre"": ""electronic""}, {""count"": 270, ""genre"": ""pop""}, {""count"": 197, ""genre"": ""synth-pop""}, {""count"": 140, ""genre"": ""alternative rock""}, {""count"": 85, ""genre"": ""pop rock""}, {""count"": 62, ""genre"": ""post-punk""}], ""updatedAt"": ""2026-09-16T19:17:29.250Z"", ""sampleSize"": 6358, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:15:08.958Z"", ""excludedCount"": 98, ""genreCoverage"": 0.1460446247464503, ""readinessTier"": ""ready"", ""resolvedCount"": 4930, ""resolutionRate"": 0.7754010695187166, ""datedTrackCount"": 4496, ""genreTaggedCount"": 720, ""uniqueTrackCount"": 866, ""uniqueArtistCount"": 247, ""unknownGenreCount"": 4210, ""datedTrackCoverage"": 0.9119675456389452}",curated,radio_browser,,f
80er-Revival,80er-revival,,Germany,https://www.80er-revival.de/,"[""1980s"", ""80er"", ""italo disco"", ""ndw"", ""new wave"", ""oldies"", ""pop""]",80er-Online &#8211; 80er-Revival,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:17:55.670Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
80s Alive,80s-alive,,The Netherlands,https://alive.radio/80s/,"[""80s"", ""new wave"", ""pop"", ""rock""]",Welcome back to the 80s. 80s ALIVE plays only high energy hits and songs from the 80&#039;s ✓ Power Pop and Rock Hits! ✓ 80s Forever ✓,"{""top"": [{""count"": 78, ""genre"": ""pop""}, {""count"": 66, ""genre"": ""rock""}, {""count"": 37, ""genre"": ""classic rock""}, {""count"": 33, ""genre"": ""pop rock""}, {""count"": 25, ""genre"": ""disco""}, {""count"": 21, ""genre"": ""new wave""}, {""count"": 20, ""genre"": ""dance-pop""}, {""count"": 18, ""genre"": ""hard rock""}], ""totalCount"": 1325, ""unknownCount"": 1182}","{""top"": [{""count"": 78, ""genre"": ""pop""}, {""count"": 66, ""genre"": ""rock""}, {""count"": 37, ""genre"": ""classic rock""}, {""count"": 33, ""genre"": ""pop rock""}, {""count"": 25, ""genre"": ""disco""}, {""count"": 21, ""genre"": ""new wave""}, {""count"": 20, ""genre"": ""dance-pop""}, {""count"": 18, ""genre"": ""hard rock""}], ""updatedAt"": ""2026-09-16T19:17:34.075Z"", ""sampleSize"": 2790, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:22.640Z"", ""excludedCount"": 260, ""genreCoverage"": 0.12033898305084746, ""readinessTier"": ""ready"", ""resolvedCount"": 1180, ""resolutionRate"": 0.4229390681003584, ""datedTrackCount"": 1016, ""genreTaggedCount"": 142, ""uniqueTrackCount"": 604, ""uniqueArtistCount"": 519, ""unknownGenreCount"": 1038, ""datedTrackCoverage"": 0.8610169491525423}",curated,radio_browser,mixed,f
80s Forever - We Keep The 80s Alive,80s-forever-we-keep-the-80s-alive,,Switzerland,https://www.80sforever.radio/,"[""80s"", ""alternative rock"", ""eighties"", ""gothic"", ""indie"", ""indie pop"", ""manchester rave"", ""new wave"", ""post punk"", ""power pop"", ""rare 80s"", ""rock"", ""synthpop""]",Commercial free webradio station from Switzerland. We keep the 80s alive! Rare 80s - Only Songs from 1978 - 1991,"{""top"": [{""count"": 8, ""genre"": ""rock""}, {""count"": 6, ""genre"": ""new wave""}, {""count"": 3, ""genre"": ""classic rock""}, {""count"": 2, ""genre"": ""alternative rock""}, {""count"": 2, ""genre"": ""pop rock""}, {""count"": 2, ""genre"": ""post-punk""}, {""count"": 2, ""genre"": ""speed metal""}, {""count"": 1, ""genre"": ""deathrock""}], ""totalCount"": 118, ""unknownCount"": 106}","{""top"": [{""count"": 8, ""genre"": ""rock""}, {""count"": 6, ""genre"": ""new wave""}, {""count"": 3, ""genre"": ""classic rock""}, {""count"": 2, ""genre"": ""alternative rock""}, {""count"": 2, ""genre"": ""pop rock""}, {""count"": 2, ""genre"": ""post-punk""}, {""count"": 1, ""genre"": ""deathrock""}, {""count"": 1, ""genre"": ""electronic""}], ""updatedAt"": ""2026-09-16T19:16:23.567Z"", ""sampleSize"": 2233, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:40.247Z"", ""excludedCount"": 48, ""genreCoverage"": 0.09090909090909091, ""readinessTier"": ""ready"", ""resolvedCount"": 110, ""resolutionRate"": 0.04926108374384237, ""datedTrackCount"": 68, ""genreTaggedCount"": 10, ""uniqueTrackCount"": 108, ""uniqueArtistCount"": 100, ""unknownGenreCount"": 100, ""datedTrackCoverage"": 0.6181818181818182}",curated,radio_browser,,f
87.6 Studio 1,87-6-studio-1,,Greece,https://www.facebook.com/pages/category/Radio-Station/Studio-1-876-301851549917710/,"[""folk"", ""greek"", ""pop""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:27:51.257Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 1, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
8Ball Radio,8ball-radio,8 Ball Community,US,https://8ballradio.nyc/,"[""community"", ""experimental"", ""specialist""]",8-Ball Radio - Community Based Online Radio Station,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:28.956Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",community,curated,human,t
90.5 WICN Public Radio - Jazz+ for New England,90-5-wicn-public-radio-jazz-for-new-england,,The United States Of America,https://www.wicn.org/,"[""blues"", ""classic jazz"", ""folk"", ""jazz"", ""public radio""]","90.5 WICN Public Radio is a 501(c)(3) nonprofit based in Worcester, MA committed to the presentation and performance of jazz, soul, bluegrass, and folk music.",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:13:16.157Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,mixed,f
ABC Portugal,abc-portugal,,Portugal,http://www.abcportugal.pt/,"[""latin"", ""latino"", ""world"", ""world music""]","Esta&#x20;&#xE9;&#x20;uma&#x20;esta&#xE7;&#xE3;o&#x20;de&#x20;r&#xE1;dio&#x20;local&#x20;licenciada&#x20;para&#x20;o&#x20;concelho&#x20;de&#x20;Alvai&#xE1;zere&#x20;,&#x20;que&#x20;emite&#x20;em&#x20;92,3&#x20;FM.&#x20;A&#x20;ABC&#x20;Portugal&#x20;caracteriza&#x20;a&#x20;sua&#x2",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:19:22.460Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
AIRPORT LOUNGE RADIO,airport-lounge-radio,,Canada,https://radiosuitenetwork.torontocast.stream/airport-lounge-radio/,"[""aereoporto"", ""airport"", ""ambient"", ""chill"", ""chillout"", ""easy listening"", ""house"", ""lounge"", ""smooth"", ""smooth jazz""]",AIRPORT LOUNGE RADIO &#8211; Radio Suite Network,"{""top"": [{""count"": 169, ""genre"": ""electronic""}, {""count"": 138, ""genre"": ""downtempo""}, {""count"": 134, ""genre"": ""ambient""}, {""count"": 119, ""genre"": ""chillout""}, {""count"": 32, ""genre"": ""jazz""}, {""count"": 17, ""genre"": ""smooth jazz""}, {""count"": 16, ""genre"": ""deep house""}, {""count"": 14, ""genre"": ""progressive house""}], ""totalCount"": 2781, ""unknownCount"": 2560}","{""top"": [{""count"": 169, ""genre"": ""electronic""}, {""count"": 138, ""genre"": ""downtempo""}, {""count"": 134, ""genre"": ""ambient""}, {""count"": 119, ""genre"": ""chillout""}, {""count"": 32, ""genre"": ""jazz""}, {""count"": 17, ""genre"": ""smooth jazz""}, {""count"": 16, ""genre"": ""deep house""}, {""count"": 14, ""genre"": ""progressive house""}], ""updatedAt"": ""2026-09-16T19:10:54.965Z"", ""sampleSize"": 6490, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:09:34.609Z"", ""excludedCount"": 67, ""genreCoverage"": 0.0798698951933502, ""readinessTier"": ""ready"", ""resolvedCount"": 2767, ""resolutionRate"": 0.4263482280431433, ""datedTrackCount"": 2590, ""genreTaggedCount"": 221, ""uniqueTrackCount"": 623, ""uniqueArtistCount"": 342, ""unknownGenreCount"": 2546, ""datedTrackCoverage"": 0.9360318033971811}",curated,radio_browser,,f
Al Jazeera Video,al-jazeera-video,,Qatar,https://www.aljazeera.com/,"[""english"", ""world"", ""world news""]","News, analysis from the Middle East & worldwide, multimedia & interactives, opinions, documentaries, podcasts, long reads and broadcast schedule.",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:27:28.660Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,mixed,f
All Oldies Channel,all-oldies-channel,,The Netherlands,https://www.alloldieschannel.com/,"[""folk"", ""oldies"", ""pop"", ""rock""]",All oldies channel is a Internet Radio station from The Netherlands that plays only the best oldies music from the 50s to the 90s.,"{""top"": [{""count"": 168, ""genre"": ""pop""}, {""count"": 145, ""genre"": ""rock""}, {""count"": 82, ""genre"": ""soul""}, {""count"": 81, ""genre"": ""r&b""}, {""count"": 78, ""genre"": ""classic rock""}, {""count"": 61, ""genre"": ""motown""}, {""count"": 48, ""genre"": ""pop rock""}, {""count"": 47, ""genre"": ""rock and roll""}], ""totalCount"": 2668, ""unknownCount"": 2283}","{""top"": [{""count"": 166, ""genre"": ""pop""}, {""count"": 145, ""genre"": ""rock""}, {""count"": 82, ""genre"": ""soul""}, {""count"": 81, ""genre"": ""r&b""}, {""count"": 78, ""genre"": ""classic rock""}, {""count"": 61, ""genre"": ""motown""}, {""count"": 48, ""genre"": ""pop rock""}, {""count"": 47, ""genre"": ""rock and roll""}], ""updatedAt"": ""2026-09-16T19:14:00.460Z"", ""sampleSize"": 3806, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:34:16.045Z"", ""excludedCount"": 1519, ""genreCoverage"": 0.15632653061224488, ""readinessTier"": ""ready"", ""resolvedCount"": 2450, ""resolutionRate"": 0.6437204414083026, ""datedTrackCount"": 2189, ""genreTaggedCount"": 383, ""uniqueTrackCount"": 1993, ""uniqueArtistCount"": 1312, ""unknownGenreCount"": 2067, ""datedTrackCoverage"": 0.8934693877551021}",curated,radio_browser,,f
Alternative Radio,alternative-radio,,France,http://alternativeradio.over-blog.com/,"[""electro"", ""folk"", ""funk"", ""hiphop"", ""jazz"", ""rock"", ""soul"", ""world"", ""world music""]","Alternative Radio, webradio &eacute;clectique sans pub et sans bla-bla... No bla bla, just music !",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:10:54.761Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Alternativeworld,alternativeworld,,Germany,https://laut.fm/alternativeworld,"[""alternative"", ""brit pop"", ""indie"", ""new wave"", ""punk""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:16:24.674Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Amazing Radio,amazing-radio,Amazing Radio,GB,https://amazingradio.com/,"[""discovery"", ""emerging artists"", ""indie""]",Where talent gets noticed.,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:30:45.966Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",community,curated,human,t
Ambient Modern,ambient-modern,,The United States Of America,https://ambientmodern.com/,"[""ambient"", ""chillout"", ""non-commercial"", ""relaxation music"", ""relaxing""]",Ambient Modern &#8211; a radio station for modern ambient music,"{""top"": [{""count"": 122, ""genre"": ""ambient""}, {""count"": 111, ""genre"": ""electronic""}, {""count"": 22, ""genre"": ""drone""}, {""count"": 21, ""genre"": ""post-rock""}, {""count"": 18, ""genre"": ""idm""}, {""count"": 13, ""genre"": ""experimental""}, {""count"": 13, ""genre"": ""rock""}, {""count"": 11, ""genre"": ""dub techno""}], ""totalCount"": 1485, ""unknownCount"": 1357}","{""top"": [{""count"": 122, ""genre"": ""ambient""}, {""count"": 111, ""genre"": ""electronic""}, {""count"": 22, ""genre"": ""drone""}, {""count"": 21, ""genre"": ""post-rock""}, {""count"": 18, ""genre"": ""idm""}, {""count"": 13, ""genre"": ""experimental""}, {""count"": 13, ""genre"": ""rock""}, {""count"": 11, ""genre"": ""dub techno""}], ""updatedAt"": ""2026-09-16T19:11:39.859Z"", ""sampleSize"": 2334, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:31:38.334Z"", ""excludedCount"": 1, ""genreCoverage"": 0.0862533692722372, ""readinessTier"": ""ready"", ""resolvedCount"": 1484, ""resolutionRate"": 0.6358183376178235, ""datedTrackCount"": 1450, ""genreTaggedCount"": 128, ""uniqueTrackCount"": 613, ""uniqueArtistCount"": 215, ""unknownGenreCount"": 1356, ""datedTrackCoverage"": 0.977088948787062}",curated,radio_browser,,f
AmbientRadio (MRG.fm),ambientradio-mrg-fm,,The United States Of America,https://www.mrg.fm/,"[""ambient"", ""ambient and relaxation music"", ""ambiental"", ""dark ambient"", ""deep ambient"", ""downtempo"", ""drone"", ""electronica"", ""experimental"", ""meditation"", ""new age"", ""relaxation music""]",16 Free Radio Stations - MRG.fm,"{""top"": [{""count"": 340, ""genre"": ""ambient""}, {""count"": 321, ""genre"": ""electronic""}, {""count"": 65, ""genre"": ""downtempo""}, {""count"": 48, ""genre"": ""new age""}, {""count"": 42, ""genre"": ""dark ambient""}, {""count"": 41, ""genre"": ""idm""}, {""count"": 38, ""genre"": ""experimental""}, {""count"": 23, ""genre"": ""drone""}], ""totalCount"": 1583, ""unknownCount"": 1227}","{""top"": [{""count"": 339, ""genre"": ""ambient""}, {""count"": 320, ""genre"": ""electronic""}, {""count"": 64, ""genre"": ""downtempo""}, {""count"": 48, ""genre"": ""new age""}, {""count"": 41, ""genre"": ""dark ambient""}, {""count"": 41, ""genre"": ""idm""}, {""count"": 38, ""genre"": ""experimental""}, {""count"": 23, ""genre"": ""drone""}], ""updatedAt"": ""2026-09-16T19:15:33.472Z"", ""sampleSize"": 3144, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:36.025Z"", ""excludedCount"": 271, ""genreCoverage"": 0.229328165374677, ""readinessTier"": ""ready"", ""resolvedCount"": 1548, ""resolutionRate"": 0.49236641221374045, ""datedTrackCount"": 1465, ""genreTaggedCount"": 355, ""uniqueTrackCount"": 953, ""uniqueArtistCount"": 364, ""unknownGenreCount"": 1193, ""datedTrackCoverage"": 0.9463824289405685}",curated,radio_browser,,f
Ambiento,ambiento,,Romania,https://ambientoradio.com/,"[""ambient"", ""chillout"", ""lounge""]",Muzica ambientala - lounge - chillout | Ambiento Radio,"{""top"": [{""count"": 94, ""genre"": ""electronic""}, {""count"": 74, ""genre"": ""downtempo""}, {""count"": 66, ""genre"": ""ambient""}, {""count"": 57, ""genre"": ""chillout""}, {""count"": 32, ""genre"": ""trip hop""}, {""count"": 18, ""genre"": ""pop""}, {""count"": 14, ""genre"": ""synth-pop""}, {""count"": 12, ""genre"": ""breakbeat""}], ""totalCount"": 1677, ""unknownCount"": 1518}","{""top"": [{""count"": 94, ""genre"": ""electronic""}, {""count"": 74, ""genre"": ""downtempo""}, {""count"": 66, ""genre"": ""ambient""}, {""count"": 57, ""genre"": ""chillout""}, {""count"": 32, ""genre"": ""trip hop""}, {""count"": 18, ""genre"": ""pop""}, {""count"": 14, ""genre"": ""synth-pop""}, {""count"": 12, ""genre"": ""breakbeat""}], ""updatedAt"": ""2026-09-16T19:12:25.155Z"", ""sampleSize"": 4250, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:22.421Z"", ""excludedCount"": 60, ""genreCoverage"": 0.09503885236102809, ""readinessTier"": ""ready"", ""resolvedCount"": 1673, ""resolutionRate"": 0.3936470588235294, ""datedTrackCount"": 1566, ""genreTaggedCount"": 159, ""uniqueTrackCount"": 510, ""uniqueArtistCount"": 383, ""unknownGenreCount"": 1514, ""datedTrackCoverage"": 0.9360430364614465}",curated,radio_browser,,f
Amore 87.5,amore-87-5,,Greece,http://www.radioamore.gr/,"[""folk"", ""greek""]",Bot Verification,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:28:04.960Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Ancient FM,ancient-fm,,Canada,https://www.ancientfm.com/,"[""ancient music"", ""classical"", ""folk"", ""medieval"", ""mittelalter"", ""renaissance""]",Ancient FM - Commercial-free Mediaeval and Renaissance Music,"{""top"": [{""count"": 5, ""genre"": ""classical""}, {""count"": 3, ""genre"": ""medieval""}, {""count"": 1, ""genre"": ""celtic""}, {""count"": 1, ""genre"": ""folk""}, {""count"": 1, ""genre"": ""renaissance""}], ""totalCount"": 406, ""unknownCount"": 400}","{""top"": [{""count"": 5, ""genre"": ""classical""}, {""count"": 3, ""genre"": ""medieval""}, {""count"": 1, ""genre"": ""celtic""}, {""count"": 1, ""genre"": ""folk""}, {""count"": 1, ""genre"": ""renaissance""}], ""updatedAt"": ""2026-09-16T19:13:40.273Z"", ""sampleSize"": 2670, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:21.718Z"", ""excludedCount"": 94, ""genreCoverage"": 0.015584415584415584, ""readinessTier"": ""provisional"", ""resolvedCount"": 385, ""resolutionRate"": 0.1441947565543071, ""datedTrackCount"": 309, ""genreTaggedCount"": 6, ""uniqueTrackCount"": 275, ""uniqueArtistCount"": 158, ""unknownGenreCount"": 379, ""datedTrackCoverage"": 0.8025974025974026}",curated,radio_browser,,f
Anghamy,anghamy,,Lebanon,http://www.angamy.com/,"[""arabic"", ""folk"", ""pop""]","Listen to Best Arabic Music 24/7, videos, music, radio & more!","{""top"": [], ""totalCount"": 166, ""unknownCount"": 166}","{""top"": [], ""updatedAt"": ""2026-09-16T19:14:44.073Z"", ""sampleSize"": 3596, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:01.544Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 166, ""resolutionRate"": 0.046162402669632924, ""datedTrackCount"": 105, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 62, ""uniqueArtistCount"": 35, ""unknownGenreCount"": 166, ""datedTrackCoverage"": 0.6325301204819277}",curated,radio_browser,,f
Ankara Havalari,ankara-havalari,,Türkiye,,"[""folk""]",,"{""top"": [], ""totalCount"": 711, ""unknownCount"": 711}","{""top"": [], ""updatedAt"": ""2026-09-16T19:13:36.077Z"", ""sampleSize"": 3538, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:31:37.430Z"", ""excludedCount"": 2, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 711, ""resolutionRate"": 0.20096099491237987, ""datedTrackCount"": 684, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 92, ""uniqueArtistCount"": 30, ""unknownGenreCount"": 711, ""datedTrackCoverage"": 0.9620253164556962}",curated,radio_browser,,f
Anon.FM,anon-fm,,The Russian Federation,https://anon.radio.fm/,"[""anime"", ""dnb"", ""downtempo"", ""experimental"", ""jazz"", ""psychedelic"", ""rock"", ""trance""]","Радио Анонимус - некоммерческий проект радиостанции, созданный в 2009 году, где каждый может показать себя и свои таланты. У тебя хороший голос? Ты умеешь петь? Разбираешься в музыке и в курсе современных музыкальных тенденций? Может быть ты можешь часами говорить о вышивании кре","{""top"": [{""count"": 11, ""genre"": ""rock""}, {""count"": 7, ""genre"": ""alternative rock""}, {""count"": 6, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""heavy metal""}, {""count"": 3, ""genre"": ""indie rock""}, {""count"": 3, ""genre"": ""metal""}, {""count"": 2, ""genre"": ""disco""}, {""count"": 2, ""genre"": ""downtempo""}], ""totalCount"": 204, ""unknownCount"": 185}","{""top"": [{""count"": 11, ""genre"": ""rock""}, {""count"": 7, ""genre"": ""alternative rock""}, {""count"": 6, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""heavy metal""}, {""count"": 3, ""genre"": ""indie rock""}, {""count"": 3, ""genre"": ""metal""}, {""count"": 2, ""genre"": ""disco""}, {""count"": 2, ""genre"": ""downtempo""}], ""updatedAt"": ""2026-09-16T19:29:55.658Z"", ""sampleSize"": 520, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:24:36.856Z"", ""excludedCount"": 0, ""genreCoverage"": 0.09313725490196079, ""readinessTier"": ""ready"", ""resolvedCount"": 204, ""resolutionRate"": 0.3923076923076923, ""datedTrackCount"": 172, ""genreTaggedCount"": 19, ""uniqueTrackCount"": 168, ""uniqueArtistCount"": 108, ""unknownGenreCount"": 185, ""datedTrackCoverage"": 0.8431372549019608}",curated,radio_browser,,f
"Antología Vallenata, XEH 14-20 (Monterrey) - 1420 AM - XEH-AM - Grupo Radio Centro - Monterrey, NL",antolog-a-vallenata-xeh-14-20-monterrey-1420-am-xeh-am-grupo-radio-centro-monterrey-nl,,Mexico,https://www.radiocentro.com/,"[""1420"", ""1420 am"", ""am"", ""americana"", ""colombia vallenata"", ""cumbia"", ""cumbias"", ""estación"", ""grupo radio centro"", ""latin music"", ""mex"", ""mexico"", ""monterrey"", ""mty"", ""music"", ""musica"", ""musica latina"", ""musica latinoamericana"", ""musica tropical"", ""mx"", ""méxico"", ""música"", ""música en español"", ""nuevo leon"", ""nuevo león"", ""radio"", ""vallenata"", ""vallenato""]",,"{""top"": [{""count"": 3, ""genre"": ""vallenato""}, {""count"": 2, ""genre"": ""latin""}, {""count"": 1, ""genre"": ""ballad""}, {""count"": 1, ""genre"": ""cumbia""}, {""count"": 1, ""genre"": ""latin pop""}, {""count"": 1, ""genre"": ""pop""}], ""totalCount"": 396, ""unknownCount"": 391}","{""top"": [{""count"": 3, ""genre"": ""vallenato""}, {""count"": 2, ""genre"": ""latin""}, {""count"": 1, ""genre"": ""ballad""}, {""count"": 1, ""genre"": ""cumbia""}, {""count"": 1, ""genre"": ""latin pop""}, {""count"": 1, ""genre"": ""pop""}], ""updatedAt"": ""2026-09-16T19:28:58.873Z"", ""sampleSize"": 1592, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:34:35.227Z"", ""excludedCount"": 0, ""genreCoverage"": 0.012626262626262626, ""readinessTier"": ""provisional"", ""resolvedCount"": 396, ""resolutionRate"": 0.24874371859296482, ""datedTrackCount"": 345, ""genreTaggedCount"": 5, ""uniqueTrackCount"": 322, ""uniqueArtistCount"": 134, ""unknownGenreCount"": 391, ""datedTrackCoverage"": 0.8712121212121212}",curated,radio_browser,,f
